,MLS No,Status,Address,Unit,DOM,City,LP,SP,BT,SqFt,BR,Bth,Gar,GarSp,YrBlt,HOA Fee,Freq,Closing Date,Age,Area,Zip
7728,ML81803483,SLD,6882 Ivegill Court,,4,SAN JOSE,"$898,000","$935,000",DE,1308,3,2,Y,2.0,1970.0,,,9/16/2020,50.0,Santa Teresa,95119
7729,ML81833773,SLD,1977 Ceylon Avenue,,6,SAN JOSE,"$898,000","$925,000",DE,1450,5,4,Y,1.0,1960.0,,,4/16/2021,61.0,Alum Rock,95122
7730,ML81812913,SLD,1493 Flickinger Avenue,,4,SAN JOSE,"$898,000","$921,000",DE,1168,4,2,Y,2.0,1971.0,,,11/16/2020,49.0,Berryessa,95131
7731,ML81853476,SLD,1798 Karl Street,,40,SAN JOSE,"$898,000","$910,000",DE,1141,3,2,Y,2.0,1959.0,,,9/23/2021,62.0,Alum Rock,95122
7732,ML81849049,SLD,5773 Magnetic Loop,,11,SAN JOSE,"$898,000","$968,000",CO,1855,3,3,Y,2.0,2019.0,456,M,7/30/2021,2.0,Santa Teresa,95119
7733,ML81830639,SLD,1811 Sheri Ann Circle,,4,SAN JOSE,"$898,000","$942,000",TH,1543,2,2,Y,1.0,1993.0,299,,3/24/2021,28.0,Berryessa,95131
7734,ML81753393,SLD,2667 Autumnvale Drive,,13,SAN JOSE,"$898,000","$925,000",DE,1248,3,2,Y,2.0,1973.0,15,,7/3/2019,46.0,Berryessa,95132
7735,ML81850778,SLD,481 Edelweiss Drive,,7,SAN JOSE,"$898,000","$1,160,000",DE,1053,2,1,Y,2.0,1969.0,,,8/4/2021,52.0,Blossom Valley,95136
7736,ML81761132,SLD,1372 Turrett Drive,,12,SAN JOSE,"$898,000","$940,000",DE,1380,3,2,Y,2.0,1970.0,,,8/29/2019,49.0,Berryessa,95131
7737,ML81804118,SLD,939 Northrup Street,,7,SAN JOSE,"$898,000","$1,010,000",DE,1386,2,2,Y,2.0,1976.0,,,9/11/2020,44.0,Central San Jose,95126
7738,ML81743174,SLD,1289 Isengard Court,,8,SAN JOSE,"$898,000","$900,000",DE,1722,3,2,Y,2.0,1977.0,,,4/26/2019,42.0,South San Jose,95121
7739,ML81754312,SLD,5310 Apple Blossom Drive,,12,SAN JOSE,"$898,000","$975,000",DE,1720,4,2,Y,2.0,1976.0,,,7/15/2019,43.0,Blossom Valley,95123
7740,ML81773678,SLD,2055 Hikido Drive,,31,SAN JOSE,"$898,000","$980,000",DE,1380,3,2,Y,2.0,1970.0,,,3/18/2020,49.0,Berryessa,95131
7741,ML81783090,SLD,14872 Mcvay Avenue,,0,SAN JOSE,"$898,000","$900,000",DE,1288,3,2,Y,3.0,1960.0,,,4/9/2020,60.0,Alum Rock,95127
7742,ML81793425,SLD,1914 Crinan Drive,,16,SAN JOSE,"$898,000","$898,000",DE,1238,3,2,Y,2.0,1951.0,,,7/9/2020,69.0,South San Jose,95122
7743,ML81742723,SLD,1640 Branham Lane,F,26,SAN JOSE,"$898,000","$890,000",TH,1134,2,1,Y,1.0,1977.0,330,,5/3/2019,42.0,Cambrian,95118
7744,ML81825665,SLD,1045 Mcginness Avenue,,12,SAN JOSE,"$898,000","$898,000",DE,1603,3,2,Y,2.0,1990.0,,,2/22/2021,31.0,Alum Rock,95127
7745,ML81827516,SLD,343 Bautista Place,,12,SAN JOSE,"$898,000","$875,000",TH,1335,2,2,Y,1.0,2008.0,276,M,3/5/2021,13.0,Central San Jose,95126
7746,ML81856020,SLD,274 N 6th Street,,12,SAN JOSE,"$898,000","$950,000",DE,1260,3,1,,0.0,1901.0,,,9/9/2021,120.0,Central San Jose,95112
7747,ML81792736,SLD,2682 Kendrick Circle,,58,SAN JOSE,"$898,000","$860,000",DE,1444,3,2,Y,2.0,1967.0,,,9/1/2020,53.0,South San Jose,95121
7748,ML81746446,SLD,5758 Barnswell Way,,5,SAN JOSE,"$898,000","$910,000",DE,1488,3,2,Y,2.0,1978.0,,,5/20/2019,41.0,Santa Teresa,95138
7749,ML81857804,SLD,840 Monarch Circle,,2,SAN JOSE,"$898,000","$945,000",TH,1512,3,3,Y,2.0,1999.0,374,,8/25/2021,22.0,Santa Teresa,95138
7750,ML81777218,SLD,790 Vine Street,,3,SAN JOSE,"$898,000","$990,000",DE,1388,3,1,Y,2.0,1946.0,,,1/10/2020,73.0,Central San Jose,95110
7751,ML81811132,SLD,1109 Shenandoah Drive,,20,SAN JOSE,"$898,000","$885,000",TH,1641,2,2,Y,2.0,1974.0,523,M,10/15/2020,46.0,Willow Glen,95125
7752,ML81853624,SLD,4857 Rue Loiret,,8,SAN JOSE,"$898,000","$1,095,000",DE,1039,3,2,Y,2.0,1973.0,,,8/20/2021,48.0,Blossom Valley,95136
7753,ML81751172,SLD,388 Perrymont Avenue,,22,SAN JOSE,"$898,000","$932,000",DE,1233,3,2,,0.0,1942.0,,,6/6/2019,77.0,South San Jose,95125
7754,ML81852695,SLD,1897 Sable Place,,3,SAN JOSE,"$898,000","$967,000",TH,1472,3,2,Y,2.0,2016.0,244,,7/28/2021,5.0,Berryessa,95133
7755,ML81777070,SLD,506 Sirina Court,,9,SAN JOSE,"$898,000","$1,030,000",TH,1634,3,3,Y,2.0,1997.0,261,,1/17/2020,22.0,Berryessa,95131
7756,ML81810936,SLD,1402 N Loop Drive,,8,SAN JOSE,"$898,000","$920,000",TH,1418,3,2,Y,1.0,1973.0,456,M,10/30/2020,47.0,Central San Jose,95126
7757,ML81760179,SLD,130 E San Fernando Street,501,98,SAN JOSE,"$898,000","$830,000",CO,1839,2,2,Y,2.0,1998.0,689,,10/31/2019,21.0,Central San Jose,95112
7758,ML81746069,SLD,1396 Kasson Court,,9,SAN JOSE,"$898,000","$900,000",DE,1887,4,3,Y,2.0,1976.0,,,6/4/2019,43.0,South San Jose,95121
7759,ML81756891,SLD,2674 Tuers Road,,6,SAN JOSE,"$898,000","$940,000",DE,2000,4,2,Y,2.0,1978.0,,,7/25/2019,41.0,South San Jose,95121
7760,ML81747748,SLD,3211 Ensalmo Avenue,,7,SAN JOSE,"$898,000","$899,500",DE,1140,3,1,Y,2.0,1953.0,,,5/21/2019,66.0,Cambrian,95118
7761,ML81754119,SLD,410 N 1st Street,129,54,SAN JOSE,"$898,000","$890,000",CO,1548,3,3,Y,2.0,1994.0,531,,8/14/2019,25.0,Central San Jose,95112
7762,ML81795911,SLD,3532 Kettmann Road,,17,SAN JOSE,"$898,000","$895,500",DE,1446,4,2,Y,2.0,1968.0,,,7/16/2020,52.0,Evergreen,95121
7763,ML81803301,SLD,981 Almaden Lane,,20,SAN JOSE,"$898,000","$910,000",TH,1943,3,2,Y,2.0,2017.0,358,,9/11/2020,3.0,Willow Glen,95125
7764,ML81827938,SLD,384 Meridian Avenue,,74,SAN JOSE,"$898,000","$945,000",CO,1696,3,2,Y,2.0,2001.0,335,M,5/14/2021,20.0,Central San Jose,95126
7765,ML81739163,SLD,86 Tennant Avenue,,24,SAN JOSE,"$898,000","$890,000",DE,1355,4,2,Y,2.0,1983.0,,,5/14/2019,36.0,Santa Teresa,95138
7766,ML81760241,SLD,165 N 14th Street,,10,SAN JOSE,"$898,000","$933,748",DE,1129,2,2,,0.0,1906.0,,,8/16/2019,113.0,Central San Jose,95112
7767,ML81850834,SLD,253 Belden Drive,,1,SAN JOSE,"$898,000","$980,000",DE,1617,3,2,Y,2.0,1963.0,,,7/22/2021,58.0,Blossom Valley,95123
7768,ML81859369,SLD,150 Yasou Demas Way,,5,SAN JOSE,"$898,000","$930,000",TH,1318,3,3,Y,1.0,1996.0,341,M,9/30/2021,25.0,Santa Teresa,95119
7769,ML81847864,SLD,657 Dakota Drive,,8,SAN JOSE,"$898,000","$950,000",DE,1604,5,3,,0.0,1961.0,,,7/19/2021,60.0,South San Jose,95111
7770,ML81838514,SLD,314 Brian Court,,7,SAN JOSE,"$898,000","$1,087,000",DE,1410,4,2,Y,2.0,1971.0,,,5/4/2021,50.0,Blossom Valley,95123
7771,ML81832184,SLD,658 Luna Park Drive,,7,SAN JOSE,"$898,000","$980,000",TH,1660,4,4,Y,2.0,2009.0,231,M,4/7/2021,12.0,Central San Jose,95112
7772,ML81846591,SLD,3106 Briza Drive,,9,SAN JOSE,"$898,000","$950,000",TH,1288,2,2,Y,2.0,2013.0,205,M,7/9/2021,8.0,Evergreen,95135
7773,ML81763561,SLD,425 Navaro Way,220,0,SAN JOSE,"$898,000","$910,000",CO,1254,2,2,Y,2.0,1992.0,296,,8/6/2019,27.0,Alviso (Santa Clara County),95134
7774,ML81832722,SLD,80 N Bascom Avenue,,31,SAN JOSE,"$898,000","$895,000",DE,1118,2,1,Y,1.0,1939.0,,,5/6/2021,82.0,Central San Jose,95128
7775,ML81840370,SLD,1436 Neleigh Place,,6,SAN JOSE,"$898,000","$972,000",CO,1371,2,2,Y,2.0,2014.0,220,M,5/18/2021,7.0,Berryessa,95131
7776,ML81857175,SLD,2091 Oakland Road,,26,SAN JOSE,"$898,000","$910,000",TH,1213,2,2,Y,2.0,2009.0,150,M,9/30/2021,12.0,Berryessa,95131
7777,ML81803109,SLD,5074 Gazania Drive,,6,SAN JOSE,"$898,000","$940,000",DE,1531,3,2,Y,2.0,1976.0,,,9/11/2020,44.0,South San Jose,95111
7778,ML81787638,SLD,327 Orick Court,,0,SAN JOSE,"$898,000","$980,000",DE,1360,4,1,Y,2.0,1973.0,,,4/10/2020,47.0,Blossom Valley,95123
7779,ML81804624,SLD,7009 Bolado Drive,,5,SAN JOSE,"$898,000","$1,075,000",DE,1278,3,2,Y,2.0,1971.0,,,10/16/2020,49.0,Santa Teresa,95119
7780,ML81844666,SLD,2561 Autumnvale Drive,,13,SAN JOSE,"$898,000","$940,000",DE,937,2,1,Y,2.0,1973.0,150,A,7/9/2021,48.0,Berryessa,95132
7781,ML81827827,SLD,800 N 8th Street,300,7,SAN JOSE,"$898,000","$930,000",CO,1636,3,2,Y,2.0,2004.0,525,M,4/30/2021,17.0,Central San Jose,95112
7782,ML81836099,SLD,249 Esfahan Court,,10,SAN JOSE,"$898,000","$937,500",CO,1724,3,2,Y,2.0,2011.0,228,M,5/5/2021,10.0,South San Jose,95111
7783,ML81832314,SLD,2691 Villa Cortona Way,,7,SAN JOSE,"$898,000","$990,000",TH,1888,4,3,Y,2.0,2005.0,287,,4/12/2021,16.0,Willow Glen,95125
7784,40886533,SLD,214 Proximity Way,Bldr ref A504,23,SAN JOSE,"$898,188","$850,055",CO,1302,2,2,Y,1.0,2020.0,254,M,1/30/2020,0.0,Santa Clara County,95110
7785,ML81833101,SLD,6075 Calle De Amor,,19,SAN JOSE,"$898,500","$865,000",TH,1490,2,2,Y,2.0,1977.0,450,M,4/23/2021,44.0,Cambrian,95124
7786,ML81734925,SLD,1032 Empey Way,,21,SAN JOSE,"$898,500","$892,500",DE,806,2,1,Y,1.0,1929.0,,,2/15/2019,90.0,Campbell,95128
7787,ML81735506,SLD,4017 Luneta Drive,,16,SAN JOSE,"$898,800","$962,000",DE,1628,4,2,Y,2.0,1969.0,,,3/1/2019,50.0,Blossom Valley,95136
7788,ML81789781,SLD,368 Fuller Avenue,,20,SAN JOSE,"$898,800","$852,000",DE,720,2,1,,0.0,1948.0,,,6/23/2020,72.0,Willow Glen,95125
7789,ML81831226,SLD,304 Jackson Street,,6,SAN JOSE,"$898,800","$951,000",TH,1380,2,2,Y,2.0,2003.0,299,M,4/6/2021,18.0,Central San Jose,95112
7790,ML81841644,SLD,668 Continental Drive,,13,SAN JOSE,"$898,888","$1,015,000",DE,1137,3,2,Y,2.0,1958.0,,,6/21/2021,63.0,South San Jose,95111
7791,ML81736587,SLD,1346 Vernon Avenue,,5,SAN JOSE,"$898,888","$962,500",DE,939,2,1,Y,2.0,1939.0,,,2/20/2019,80.0,Willow Glen,95125
7792,ML81743403,SLD,2100 Klassen Way,,20,SAN JOSE,"$898,888","$855,800",TH,1080,2,2,Y,2.0,2009.0,287,,5/9/2019,10.0,Berryessa,95131
7793,ML81767674,SLD,725 Mystic Topaz Loop,,54,SAN JOSE,"$898,888","$950,000",TH,2258,4,3,Y,1.0,2016.0,447,,11/15/2019,3.0,Santa Teresa,95123
7794,ML81755325,SLD,830 Calero Avenue,,32,SAN JOSE,"$898,888","$900,000",DE,1409,3,2,Y,2.0,1972.0,,,8/8/2019,47.0,Blossom Valley,95123
7795,ML81772693,SLD,1290 San Juan Avenue,,7,SAN JOSE,"$898,888","$920,000",DE,1521,4,2,Y,6.0,1948.0,,,11/15/2019,71.0,Central San Jose,95110
7796,ML81752874,SLD,3291 Selva Drive,,11,SAN JOSE,"$898,888","$925,000",DE,2125,4,3,Y,2.0,1965.0,300,,7/30/2019,54.0,Alum Rock,95148
7797,ML81792597,SLD,2707 Sherlock Drive,,8,SAN JOSE,"$898,888","$900,000",DE,1481,4,2,Y,2.0,1967.0,,,6/30/2020,53.0,South San Jose,95121
7798,ML81807780,SLD,3210 Flintmont Drive,,4,SAN JOSE,"$898,888","$1,040,888",DE,1739,4,2,Y,2.0,1981.0,,,11/6/2020,39.0,Alum Rock,95148
7799,ML81768756,SLD,2557 Clarebank Way,,10,SAN JOSE,"$898,888","$870,003",DE,1351,3,2,Y,2.0,1984.0,,,10/17/2019,35.0,Evergreen,95121
7800,ML81809762,SLD,41 Tennant Avenue,,8,SAN JOSE,"$898,888","$955,000",DE,1355,4,2,Y,2.0,1984.0,,,10/15/2020,36.0,Santa Teresa,95138
7801,ML81756445,SLD,3941 Edenwood Drive,,6,SAN JOSE,"$898,888","$940,000",DE,1563,4,2,Y,2.0,1980.0,,,7/18/2019,39.0,Evergreen,95121
7802,ML81737641,SLD,210 Noyo Drive,,6,SAN JOSE,"$898,888","$1,002,016",DE,1400,4,2,Y,2.0,1966.0,,,2/28/2019,53.0,Blossom Valley,95123
7803,ML81832826,SLD,2044 Sullivan Avenue,,4,SAN JOSE,"$898,888","$935,000",DE,1141,3,2,,0.0,1959.0,,,4/9/2021,62.0,Alum Rock,95122
7804,ML81820676,SLD,26 N Claremont Avenue,,14,SAN JOSE,"$898,888","$957,000",DE,1667,3,2,Y,2.0,1946.0,,,12/31/2020,74.0,Alum Rock,95127
7805,ML81748602,SLD,300 Heritage View Terrace,,24,SAN JOSE,"$898,888","$912,500",DE,1776,3,2,Y,2.0,2004.0,176,,6/11/2019,15.0,South San Jose,95125
7806,ML81771731,SLD,3260 San Rivas Drive,,16,SAN JOSE,"$898,888","$930,000",DE,1601,3,2,Y,2.0,1973.0,,,11/25/2019,46.0,Evergreen,95148
7807,ML81842896,SLD,630 E Taylor Street,,11,SAN JOSE,"$898,888","$850,000",DE,1280,4,2,,0.0,1930.0,,,7/6/2021,91.0,Central San Jose,95112
7808,ML81812348,SLD,1243 Sierra Village Place,,31,SAN JOSE,"$898,888","$875,000",TH,1430,2,2,Y,2.0,1983.0,367,M,11/20/2020,37.0,Berryessa,95132
7809,ML81754422,SLD,1331 Charmwood Square,,9,SAN JOSE,"$898,888","$988,000",TH,1152,2,2,Y,2.0,1972.0,260,,6/26/2019,47.0,Campbell,95117
7810,ML81860064,SLD,10521 Observatory Drive,,12,SAN JOSE,"$898,888","$900,000",DE,1158,2,1,Y,2.0,1942.0,,,10/5/2021,79.0,Alum Rock,95127
7811,40881480,SLD,693 Bolivar Dr,,22,SAN JOSE,"$898,888","$898,888",DE,1516,4,2,Y,2.0,1965.0,,,10/25/2019,54.0,Santa Clara County,95123
7812,ML81842694,SLD,3930 Vista Roma Drive,,6,SAN JOSE,"$898,888","$1,075,000",TH,1788,3,2,Y,2.0,2004.0,341,M,6/18/2021,17.0,South San Jose,95136
7813,ML81791496,SLD,1104 Kayellen Court,,54,SAN JOSE,"$898,900","$880,000",TH,1780,3,2,Y,1.0,1985.0,500,,7/17/2020,35.0,Willow Glen,95125
7814,ML81841191,SLD,750 N 19th Street,,10,SAN JOSE,"$898,900","$950,000",DE,1128,2,1,Y,2.0,1910.0,,,6/17/2021,111.0,Central San Jose,95112
7815,ML81769473,SLD,3104 Whitby Court,,6,SAN JOSE,"$898,950","$940,000",DE,1327,3,2,Y,2.0,1984.0,,,10/21/2019,35.0,Evergreen,95148
7816,ML81838965,SLD,3572 Squeri Drive,,8,SAN JOSE,"$898,988","$1,158,000",DE,1293,4,2,Y,2.0,1976.0,,,5/25/2021,45.0,Alum Rock,95127
7817,ML81834804,SLD,948 Feller Avenue,,12,SAN JOSE,"$898,999","$1,125,000",DE,1488,4,2,Y,2.0,1968.0,,,4/29/2021,53.0,Alum Rock,95127
7818,40946813,SLD,2616 Bon Bon Dr,,4,SAN JOSE,"$899,000","$1,000,000",DE,1487,3,2,Y,2.0,1967.0,,,5/27/2021,54.0,Santa Clara County,95148
7819,ML81858797,SLD,1927 N Star Circle,,7,SAN JOSE,"$899,000","$1,035,000",DE,1093,2,2,Y,2.0,1984.0,81,,9/20/2021,37.0,Berryessa,95131
7820,ML81779112,SLD,14876 Herchell Drive,,11,SAN JOSE,"$899,000","$960,000",DE,1485,4,2,Y,2.0,1978.0,,,2/18/2020,42.0,Alum Rock,95127
7821,ML81753138,SLD,675 Alamo Drive,,7,SAN JOSE,"$899,000","$900,000",DE,1347,3,2,Y,2.0,1965.0,,,6/28/2019,54.0,Blossom Valley,95123
7822,ML81819267,SLD,1288 Weibel Way,,5,SAN JOSE,"$899,000","$925,000",TH,1080,2,1,Y,2.0,1985.0,406,M,12/11/2020,35.0,Campbell,95125
7823,ML81850477,SLD,1269 Arnold Avenue,,8,SAN JOSE,"$899,000","$934,439",DE,1006,2,1,Y,1.0,1947.0,,,8/4/2021,74.0,Central San Jose,95110
7824,ML81755129,SLD,6042 Montalvo Drive,,19,SAN JOSE,"$899,000","$915,000",DE,1228,3,2,Y,2.0,1971.0,,,7/11/2019,48.0,Blossom Valley,95123
7825,40900115,SLD,1555 Tobias Dr,,5,SAN JOSE,"$899,000","$910,000",DE,1095,3,2,Y,2.0,1960.0,,,5/4/2020,60.0,Santa Clara County,95118
7826,ML81751194,SLD,3102 Mclaughlin Avenue,,28,SAN JOSE,"$899,000","$985,000",DE,1799,4,3,Y,2.0,1980.0,,,6/25/2019,39.0,South San Jose,95121
7827,ML81723971,SLD,1322 Lodge Court,,105,SAN JOSE,"$899,000","$850,000",DE,2178,3,2,Y,2.0,1969.0,,,1/23/2019,49.0,South San Jose,95121
7828,ML81734531,SLD,3079 Ensalmo Avenue,,3,SAN JOSE,"$899,000","$898,000",DE,1140,4,2,Y,2.0,1953.0,,,2/12/2019,66.0,Cambrian,95118
7829,ML81763410,SLD,5044 Tifton Way,,65,SAN JOSE,"$899,000","$900,000",DE,1232,3,2,Y,2.0,1964.0,,,11/8/2019,55.0,Cambrian,95118
7830,ML81840004,SLD,218 Fleming Avenue,,7,SAN JOSE,"$899,000","$1,023,000",DE,1442,3,2,Y,2.0,1979.0,,,6/15/2021,42.0,Alum Rock,95127
7831,ML81763021,SLD,3062 Quimby Road,,32,SAN JOSE,"$899,000","$910,000",DE,1463,4,2,Y,2.0,1967.0,,,9/24/2019,52.0,Evergreen,95148
7832,ML81768595,SLD,4609 HAMPTON FALLS Place,,25,SAN JOSE,"$899,000","$900,000",CO,2049,3,2,Y,2.0,1993.0,420,,10/30/2019,26.0,Blossom Valley,95136
7833,ML81788539,SLD,14880 Mcvay Avenue,,6,SAN JOSE,"$899,000","$910,000",DE,1891,3,2,Y,2.0,1976.0,,,5/11/2020,44.0,Alum Rock,95127
7834,ML81755285,SLD,467 Shawnee Lane,,34,SAN JOSE,"$899,000","$875,000",DE,1342,4,2,Y,2.0,1971.0,,,8/9/2019,48.0,Blossom Valley,95123
7835,ML81842227,SLD,249 Washington Street,,49,SAN JOSE,"$899,000","$936,000",DE,1288,3,2,,0.0,1916.0,,,6/25/2021,105.0,Central San Jose,95112
7836,ML81783900,SLD,88 E San Fernando Street,1002,135,SAN JOSE,"$899,000","$900,000",CO,1224,2,2,Y,2.0,2008.0,830,,8/7/2020,12.0,Central San Jose,95113
7837,ML81773719,SLD,1045 Obrien Court,,59,SAN JOSE,"$899,000","$887,000",DE,848,2,1,Y,1.0,1937.0,,,1/27/2020,82.0,Santa Clara,95126
7838,ML81801680,SLD,2881 Meridian Avenue,332,9,SAN JOSE,"$899,000","$900,000",CO,1447,2,2,Y,2.0,2007.0,504,,8/25/2020,13.0,Willow Glen,95124
7839,ML81738003,SLD,6274 Woosley Drive,,1,SAN JOSE,"$899,000","$1,005,000",DE,1475,4,2,Y,2.0,1968.0,,,2/15/2019,51.0,Blossom Valley,95123
7840,ML81767487,SLD,212 Martinvale Lane,,57,SAN JOSE,"$899,000","$855,000",DE,1418,3,2,Y,2.0,1970.0,,,11/23/2019,49.0,Santa Teresa,95119
7841,ML81788608,SLD,5533 Sunspring Circle,,59,SAN JOSE,"$899,000","$935,000",DE,1469,3,2,Y,2.0,1989.0,,,7/10/2020,31.0,Santa Teresa,95138
7842,ML81837650,SLD,128 S 20th Street,,11,SAN JOSE,"$899,000","$875,000",DE,920,2,1,Y,2.0,1909.0,,,5/25/2021,112.0,All Other Counties/States,95116
7843,40900100,SLD,228 Vista Roma Way,,25,SAN JOSE,"$899,000","$935,000",TH,1878,4,2,Y,2.0,2004.0,341,M,6/26/2020,16.0,Santa Clara County,95136
7844,ML81835505,SLD,201 Laumer Avenue,,6,SAN JOSE,"$899,000","$1,050,000",DE,1260,3,2,Y,2.0,1920.0,,,4/21/2021,101.0,Alum Rock,95127
7845,ML81848215,SLD,3404 San Marino Avenue,,5,SAN JOSE,"$899,000","$1,000,000",DE,1165,3,2,Y,2.0,1955.0,,,7/19/2021,66.0,Berryessa,95127
7846,ML81785823,SLD,1091 Westbury Drive,,50,SAN JOSE,"$899,000","$850,000",TH,1213,2,2,Y,2.0,2007.0,150,,6/21/2020,13.0,Berryessa,95131
7847,ML81829346,SLD,115 Cleaves Avenue,,6,SAN JOSE,"$899,000","$1,150,000",DE,760,2,1,Y,2.0,1922.0,,,2/26/2021,99.0,Central San Jose,95126
7848,ML81823685,SLD,65 Willow Street,,24,SAN JOSE,"$899,000","$850,000",DE,1416,4,2,Y,1.0,1904.0,,,2/12/2021,116.0,Central San Jose,95110
7849,ML81811060,SLD,166 E Humboldt Street,,48,SAN JOSE,"$899,000","$875,000",DE,1200,3,2,Y,1.0,1920.0,,,12/18/2020,100.0,Central San Jose,95112
7850,ML81775645,SLD,5030 Amethyst,,0,SAN JOSE,"$899,000","$800,000",DE,2157,4,2,Y,2.0,1970.0,,,11/15/2019,49.0,Blossom Valley,95136
7851,ML81851117,SLD,195 N 24th Street,,8,SAN JOSE,"$899,000","$964,550",DE,1505,4,2,,0.0,1937.0,,,8/23/2021,84.0,Central San Jose,95116
7852,ML81775022,SLD,14906 Herchell Drive,,10,SAN JOSE,"$899,000","$875,000",DE,1485,4,2,Y,2.0,1976.0,,,12/3/2019,43.0,Alum Rock,95127
7853,ML81846796,SLD,411 Northlake Drive,5,6,SAN JOSE,"$899,000","$955,000",CO,1626,2,2,,0.0,1985.0,481,M,7/8/2021,36.0,Campbell,95117
7854,ML81815299,SLD,821 Blue Opal Drive,,11,SAN JOSE,"$899,000","$899,000",TH,1901,3,3,Y,2.0,2014.0,399,,11/20/2020,6.0,Santa Teresa,95123
7855,ML81752003,SLD,1247 Summer Blossom Avenue,,8,SAN JOSE,"$899,000","$925,000",DE,1869,5,3,Y,2.0,1996.0,,,6/12/2019,23.0,South San Jose,95122
7856,ML81798251,SLD,242 Ellicott Loop,,16,SAN JOSE,"$899,000","$890,000",CO,2033,4,3,Y,2.0,2017.0,205,,8/5/2020,3.0,Santa Teresa,95123
7857,ML81844738,SLD,1035 Palm Street,,8,SAN JOSE,"$899,000","$1,060,000",DE,1506,3,2,Y,1.0,1949.0,,,6/25/2021,72.0,Central San Jose,95110
7858,ML81806069,SLD,555 S 4th Street,,5,SAN JOSE,"$899,000","$967,200",DE,1094,3,2,,0.0,1898.0,,,10/13/2020,122.0,Central San Jose,95112
7859,40893545,SLD,2604 Sierra Village Ct,,10,SAN JOSE,"$899,000","$950,000",TH,1556,3,2,Y,2.0,1981.0,348,M,3/20/2020,39.0,Santa Clara County,95132
7860,ML81817086,SLD,168 Clareview Avenue,,10,SAN JOSE,"$899,000","$1,008,000",DE,1967,4,2,,0.0,1947.0,,,12/3/2020,73.0,Alum Rock,95127
7861,ML81804494,SLD,1547 Forrestal Avenue,,24,SAN JOSE,"$899,000","$940,000",DE,1220,4,2,,0.0,1952.0,,,10/21/2020,68.0,Central San Jose,95110
7862,ML81784590,SLD,554 Rutland Avenue,,117,SAN JOSE,"$899,000","$866,000",DE,1237,3,1,Y,1.0,1939.0,,,7/17/2020,81.0,Central San Jose,95128
7863,ML81768591,SLD,1365 Flickinger Avenue,,63,SAN JOSE,"$899,000","$911,000",DE,1168,4,2,Y,2.0,1971.0,,,12/13/2019,48.0,Berryessa,95131
7864,ML81780421,SLD,495 Theta Court,,0,SAN JOSE,"$899,000","$1,060,000",DE,1826,4,2,Y,2.0,1976.0,,,2/7/2020,44.0,Blossom Valley,95123
7865,ML81859280,SLD,1304 Shoreview Court,,6,SAN JOSE,"$899,000","$1,088,888",DE,1350,4,2,Y,2.0,1979.0,,,9/24/2021,42.0,South San Jose,95122
7866,ML81849342,SLD,2605 Heron Court,,4,SAN JOSE,"$899,000","$925,000",CO,1615,4,4,Y,2.0,2006.0,304,M,7/20/2021,15.0,Berryessa,95133
7867,ML81850415,SLD,594 Altino Boulevard,,2,SAN JOSE,"$899,000","$1,075,000",TH,1727,3,2,Y,2.0,2005.0,235,M,7/23/2021,16.0,South San Jose,95136
7868,ML81779853,SLD,1385 Dentwood Drive,,7,SAN JOSE,"$899,000","$1,015,000",DE,1508,3,2,Y,2.0,1960.0,,,2/5/2020,60.0,Cambrian,95118
7869,ML81854584,SLD,1939 Winterpark Way,,8,SAN JOSE,"$899,000","$1,030,000",DE,1352,4,2,Y,2.0,1965.0,,,8/23/2021,56.0,Alum Rock,95122
7870,ML81853304,SLD,25 Boston Avenue,,10,SAN JOSE,"$899,000","$905,000",DE,1432,3,2,,0.0,1922.0,,,7/29/2021,99.0,Central San Jose,95128
7871,ML81858642,SLD,386 Kincora Court,,0,SAN JOSE,"$899,000","$970,000",CO,1376,3,2,Y,2.0,1996.0,265,M,8/16/2021,25.0,South San Jose,95136
7872,ML81858580,SLD,365 Leland Avenue,,9,SAN JOSE,"$899,000","$1,100,000",DE,1092,3,2,Y,2.0,1985.0,,,9/24/2021,36.0,Central San Jose,95128
7873,ML81731231,SLD,3415 Vittoria Place,1,120,SAN JOSE,"$899,000","$910,000",TH,2209,4,3,Y,2.0,2003.0,180,,4/4/2019,15.0,South San Jose,95136
7874,ML81844366,SLD,787 Fleming Avenue,,8,SAN JOSE,"$899,000","$1,005,000",DE,1358,3,2,Y,2.0,1970.0,,,6/25/2021,51.0,Alum Rock,95127
7875,ML81844819,SLD,2994 Larciano Street,,6,SAN JOSE,"$899,000","$1,120,000",TH,1938,3,3,Y,2.0,2005.0,226,M,7/9/2021,16.0,South San Jose,95136
7876,ML81845352,SLD,801 S Winchester Boulevard,2205,3,SAN JOSE,"$899,000","$950,000",CO,1178,3,2,Y,2.0,2005.0,310,M,6/23/2021,16.0,Campbell,95128
7877,ML81845271,SLD,1387 Prevost Street,,3,SAN JOSE,"$899,000","$1,100,000",DE,1049,2,1,Y,2.0,1940.0,,,6/16/2021,81.0,Willow Glen,95125
7878,ML81764346,SLD,417 Irving Avenue,,8,SAN JOSE,"$899,000","$880,000",DE,1026,3,2,Y,2.0,1935.0,,,9/17/2019,84.0,Central San Jose,95128
7879,ML81788643,SLD,93 Southgate Court,,0,SAN JOSE,"$899,000","$950,000",DE,1474,4,2,Y,2.0,1981.0,,,4/2/2020,39.0,Santa Teresa,95138
